"ID";"Nationaliteit";"Perioden";"TotaalAsielverzoekenEnNareizigers_1"
"2173";"NAT9391  ";"1992JJ00";"      15"
"2174";"NAT9391  ";"1993JJ00";"      25"
"2175";"NAT9391  ";"1994JJ00";"      95"
"2176";"NAT9391  ";"1995JJ00";"      50"
"2177";"NAT9391  ";"1996JJ00";"      65"
"2178";"NAT9391  ";"1997JJ00";"      35"
"2179";"NAT9391  ";"1998JJ00";"      40"
"2180";"NAT9391  ";"1999JJ00";"      30"
"2181";"NAT9391  ";"2000JJ00";"       ."
"2182";"NAT9391  ";"2001JJ00";"       ."
"2183";"NAT9391  ";"2002JJ00";"       ."
"2184";"NAT9391  ";"2003JJ00";"       ."
"2185";"NAT9391  ";"2004JJ00";"       ."
"2186";"NAT9391  ";"2005JJ00";"       ."
"2187";"NAT9391  ";"2006JJ00";"       ."
"2188";"NAT9391  ";"2007JJ00";"      10"
"2189";"NAT9391  ";"2008JJ00";"       5"
"2190";"NAT9391  ";"2009JJ00";"       5"
"2191";"NAT9391  ";"2010JJ00";"      10"
"2192";"NAT9391  ";"2011JJ00";"       5"
"2193";"NAT9391  ";"2012JJ00";"      10"
"2194";"NAT9391  ";"2013JJ00";"       5"
"2195";"NAT9391  ";"2014JJ00";"       5"
"2196";"NAT9391  ";"2015JJ00";"      10"
"2197";"NAT9391  ";"2016JJ00";"      15"
"2198";"NAT9391  ";"2017JJ00";"     340"
"2199";"NAT9391  ";"2018JJ00";"     850"
"2200";"NAT9393  ";"1975JJ00";"       ."
"2201";"NAT9393  ";"1976JJ00";"       ."
"2202";"NAT9393  ";"1977JJ00";"       ."
"2203";"NAT9393  ";"1978JJ00";"       ."
"2204";"NAT9393  ";"1979JJ00";"       ."
"2205";"NAT9393  ";"1980JJ00";"       ."
"2206";"NAT9393  ";"1981JJ00";"       ."
"2207";"NAT9393  ";"1982JJ00";"       ."
"2208";"NAT9393  ";"1983JJ00";"       ."
"2209";"NAT9393  ";"1984JJ00";"       ."
"2210";"NAT9393  ";"1985JJ00";"       ."
"2211";"NAT9393  ";"1986JJ00";"       ."
"2212";"NAT9393  ";"1987JJ00";"       ."
"2213";"NAT9393  ";"1988JJ00";"       ."
"2214";"NAT9393  ";"1989JJ00";"       ."
"2215";"NAT9393  ";"1990JJ00";"       ."
"2216";"NAT9393  ";"1991JJ00";"       ."
"2217";"NAT9393  ";"1992JJ00";"       ."
"2218";"NAT9393  ";"1993JJ00";"      10"
"2219";"NAT9393  ";"1994JJ00";"      10"
"2220";"NAT9393  ";"1995JJ00";"       0"
"2221";"NAT9393  ";"1996JJ00";"      15"
"2222";"NAT9393  ";"1997JJ00";"      15"
"2223";"NAT9393  ";"1998JJ00";"      70"
"2224";"NAT9393  ";"1999JJ00";"     230"
"2225";"NAT9393  ";"2000JJ00";"     260"
"2226";"NAT9393  ";"2001JJ00";"     255"
"2227";"NAT9393  ";"2002JJ00";"     235"
"2228";"NAT9393  ";"2003JJ00";"     125"
"2229";"NAT9393  ";"2004JJ00";"      65"
"2230";"NAT9393  ";"2005JJ00";"     120"
"2231";"NAT9393  ";"2006JJ00";"     110"
"2232";"NAT9393  ";"2007JJ00";"     110"
"2233";"NAT9393  ";"2008JJ00";"     115"
"2234";"NAT9393  ";"2009JJ00";"     245"
"2235";"NAT9393  ";"2010JJ00";"     245"
"2236";"NAT9393  ";"2011JJ00";"     150"
"2237";"NAT9393  ";"2012JJ00";"     130"
"2238";"NAT9393  ";"2013JJ00";"     115"
"2239";"NAT9393  ";"2014JJ00";"     445"
"2240";"NAT9393  ";"2015JJ00";"     370"
"2241";"NAT9393  ";"2016JJ00";"     415"
"2242";"NAT9393  ";"2017JJ00";"      30"
"2243";"NAT9393  ";"2018JJ00";"      30"
"2244";"NAT9396  ";"1975JJ00";"       ."
"2245";"NAT9396  ";"1976JJ00";"       ."
"2246";"NAT9396  ";"1977JJ00";"       ."
"2247";"NAT9396  ";"1978JJ00";"       ."
"2248";"NAT9396  ";"1979JJ00";"       ."
"2249";"NAT9396  ";"1980JJ00";"       ."
"2250";"NAT9396  ";"1981JJ00";"       ."
"2251";"NAT9396  ";"1982JJ00";"       ."
"2252";"NAT9396  ";"1983JJ00";"       ."
"2253";"NAT9396  ";"1984JJ00";"       ."
"2254";"NAT9396  ";"1985JJ00";"       ."
"2255";"NAT9396  ";"1986JJ00";"       ."
"2256";"NAT9396  ";"1987JJ00";"       ."
"2257";"NAT9396  ";"1988JJ00";"       ."
"2258";"NAT9396  ";"1989JJ00";"       ."
"2259";"NAT9396  ";"1990JJ00";"       ."
"2260";"NAT9396  ";"1991JJ00";"       ."
"2261";"NAT9396  ";"1992JJ00";"       ."
"2262";"NAT9396  ";"1993JJ00";"      25"
"2263";"NAT9396  ";"1994JJ00";"      45"
"2264";"NAT9396  ";"1995JJ00";"      10"
"2265";"NAT9396  ";"1996JJ00";"       5"
"2266";"NAT9396  ";"1997JJ00";"      10"
"2267";"NAT9396  ";"1998JJ00";"      15"
"2268";"NAT9396  ";"1999JJ00";"      15"
"2269";"NAT9396  ";"2000JJ00";"      20"
"2270";"NAT9396  ";"2001JJ00";"      30"
"2271";"NAT9396  ";"2002JJ00";"      30"
"2272";"NAT9396  ";"2003JJ00";"      10"
"2273";"NAT9396  ";"2004JJ00";"      20"
"2274";"NAT9396  ";"2005JJ00";"      10"
"2275";"NAT9396  ";"2006JJ00";"     115"
"2276";"NAT9396  ";"2007JJ00";"      35"
"2277";"NAT9396  ";"2008JJ00";"      85"
"2278";"NAT9396  ";"2009JJ00";"      80"
"2279";"NAT9396  ";"2010JJ00";"     115"
"2280";"NAT9396  ";"2011JJ00";"      60"
"2281";"NAT9396  ";"2012JJ00";"      40"
"2282";"NAT9396  ";"2013JJ00";"      70"
"2283";"NAT9396  ";"2014JJ00";"      25"
"2284";"NAT9396  ";"2015JJ00";"      45"
"2285";"NAT9396  ";"2016JJ00";"      65"
"2286";"NAT9396  ";"2017JJ00";"      65"
"2287";"NAT9396  ";"2018JJ00";"      60"
"2288";"NAT9399  ";"1975JJ00";"       ."
"2289";"NAT9399  ";"1976JJ00";"       ."
"2290";"NAT9399  ";"1977JJ00";"       ."
"2291";"NAT9399  ";"1978JJ00";"       ."
"2292";"NAT9399  ";"1979JJ00";"       ."
"2293";"NAT9399  ";"1980JJ00";"       ."
"2294";"NAT9399  ";"1981JJ00";"       ."
"2295";"NAT9399  ";"1982JJ00";"       ."
"2296";"NAT9399  ";"1983JJ00";"       ."
"2297";"NAT9399  ";"1984JJ00";"       ."
"2298";"NAT9399  ";"1985JJ00";"       ."
"2299";"NAT9399  ";"1986JJ00";"       ."
"2300";"NAT9399  ";"1987JJ00";"       ."
"2301";"NAT9399  ";"1988JJ00";"       ."
"2302";"NAT9399  ";"1989JJ00";"       ."
"2303";"NAT9399  ";"1990JJ00";"       ."
"2304";"NAT9399  ";"1991JJ00";"       ."
"2305";"NAT9399  ";"1992JJ00";"       ."
"2306";"NAT9399  ";"1993JJ00";"       ."
"2307";"NAT9399  ";"1994JJ00";"      25"
"2308";"NAT9399  ";"1995JJ00";"      10"
"2309";"NAT9399  ";"1996JJ00";"       5"
"2310";"NAT9399  ";"1997JJ00";"       0"
"2311";"NAT9399  ";"1998JJ00";"       0"
"2312";"NAT9399  ";"1999JJ00";"      20"
"2313";"NAT9399  ";"2000JJ00";"      90"
"2314";"NAT9399  ";"2001JJ00";"      10"
"2315";"NAT9399  ";"2002JJ00";"      35"
"2316";"NAT9399  ";"2003JJ00";"      60"
"2317";"NAT9399  ";"2004JJ00";"     155"
"2318";"NAT9399  ";"2005JJ00";"     150"
"2319";"NAT9399  ";"2006JJ00";"      60"
"2320";"NAT9399  ";"2007JJ00";"      65"
"2321";"NAT9399  ";"2008JJ00";"     120"
"2322";"NAT9399  ";"2009JJ00";"      85"
"2323";"NAT9399  ";"2010JJ00";"      95"
"2324";"NAT9399  ";"2011JJ00";"     140"
"2325";"NAT9399  ";"2012JJ00";"     110"
"2326";"NAT9399  ";"2013JJ00";"      95"
"2327";"NAT9399  ";"2014JJ00";"      95"
"2328";"NAT9399  ";"2015JJ00";"      50"
"2329";"NAT9399  ";"2016JJ00";"      25"
"2330";"NAT9399  ";"2017JJ00";"      10"
"2331";"NAT9399  ";"2018JJ00";"      10"
"2332";"NAT9402  ";"1975JJ00";"       ."
"2333";"NAT9402  ";"1976JJ00";"       ."
"2334";"NAT9402  ";"1977JJ00";"       ."
"2335";"NAT9402  ";"1978JJ00";"       ."
"2336";"NAT9402  ";"1979JJ00";"       ."
"2337";"NAT9402  ";"1980JJ00";"       ."
"2338";"NAT9402  ";"1981JJ00";"       ."
"2339";"NAT9402  ";"1982JJ00";"       ."
"2340";"NAT9402  ";"1983JJ00";"       ."
"2341";"NAT9402  ";"1984JJ00";"       ."
"2342";"NAT9402  ";"1985JJ00";"       ."
"2343";"NAT9402  ";"1986JJ00";"       ."
"2344";"NAT9402  ";"1987JJ00";"       ."
"2345";"NAT9402  ";"1988JJ00";"       ."
"2346";"NAT9402  ";"1989JJ00";"       ."
"2347";"NAT9402  ";"1990JJ00";"      15"
"2348";"NAT9402  ";"1991JJ00";"      25"
"2349";"NAT9402  ";"1992JJ00";"      10"
"2350";"NAT9402  ";"1993JJ00";"       ."
"2351";"NAT9402  ";"1994JJ00";"       5"
"2352";"NAT9402  ";"1995JJ00";"       5"
"2353";"NAT9402  ";"1996JJ00";"      10"
"2354";"NAT9402  ";"1997JJ00";"       5"
"2355";"NAT9402  ";"1998JJ00";"      15"
"2356";"NAT9402  ";"1999JJ00";"      60"
"2357";"NAT9402  ";"2000JJ00";"     120"
"2358";"NAT9402  ";"2001JJ00";"     200"
"2359";"NAT9402  ";"2002JJ00";"     205"
"2360";"NAT9402  ";"2003JJ00";"      25"
"2361";"NAT9402  ";"2004JJ00";"      15"
"2362";"NAT9402  ";"2005JJ00";"      10"
"2363";"NAT9402  ";"2006JJ00";"      10"
"2364";"NAT9402  ";"2007JJ00";"      15"
"2365";"NAT9402  ";"2008JJ00";"      10"
"2366";"NAT9402  ";"2009JJ00";"      15"
"2367";"NAT9402  ";"2010JJ00";"      10"
"2368";"NAT9402  ";"2011JJ00";"      10"
"2369";"NAT9402  ";"2012JJ00";"       0"
"2370";"NAT9402  ";"2013JJ00";"      10"
"2371";"NAT9402  ";"2014JJ00";"      10"
"2372";"NAT9402  ";"2015JJ00";"       5"
"2373";"NAT9402  ";"2016JJ00";"       5"
"2374";"NAT9402  ";"2017JJ00";"      15"
"2375";"NAT9402  ";"2018JJ00";"      25"
"2376";"NAT9403  ";"1975JJ00";"       ."
"2377";"NAT9403  ";"1976JJ00";"       ."
"2378";"NAT9403  ";"1977JJ00";"       ."
"2379";"NAT9403  ";"1978JJ00";"       ."
"2380";"NAT9403  ";"1979JJ00";"       ."
"2381";"NAT9403  ";"1980JJ00";"       ."
"2382";"NAT9403  ";"1981JJ00";"       ."
"2383";"NAT9403  ";"1982JJ00";"       ."
"2384";"NAT9403  ";"1983JJ00";"       ."
"2385";"NAT9403  ";"1984JJ00";"       ."
"2386";"NAT9403  ";"1985JJ00";"       ."
"2387";"NAT9403  ";"1986JJ00";"      15"
"2388";"NAT9403  ";"1987JJ00";"     165"
"2389";"NAT9403  ";"1988JJ00";"     130"
"2390";"NAT9403  ";"1989JJ00";"     415"
"2391";"NAT9403  ";"1990JJ00";"     900"
"2392";"NAT9403  ";"1991JJ00";"     740"
"2393";"NAT9403  ";"1992JJ00";"     235"
"2394";"NAT9403  ";"1993JJ00";"     245"
"2395";"NAT9403  ";"1994JJ00";"     145"
"2396";"NAT9403  ";"1995JJ00";"     515"
"2397";"NAT9403  ";"1996JJ00";"     490"
"2398";"NAT9403  ";"1997JJ00";"     300"
"2399";"NAT9403  ";"1998JJ00";"     395"
"2400";"NAT9403  ";"1999JJ00";"     240"
"2401";"NAT9403  ";"2000JJ00";"     280"
"2402";"NAT9403  ";"2001JJ00";"     400"
"2403";"NAT9403  ";"2002JJ00";"     565"
"2404";"NAT9403  ";"2003JJ00";"     420"
"2405";"NAT9403  ";"2004JJ00";"     225"
"2406";"NAT9403  ";"2005JJ00";"     155"
"2407";"NAT9403  ";"2006JJ00";"     245"
"2408";"NAT9403  ";"2007JJ00";"     210"
"2409";"NAT9403  ";"2008JJ00";"     115"
"2410";"NAT9403  ";"2009JJ00";"     170"
"2411";"NAT9403  ";"2010JJ00";"     190"
"2412";"NAT9403  ";"2011JJ00";"     150"
"2413";"NAT9403  ";"2012JJ00";"     145"
"2414";"NAT9403  ";"2013JJ00";"     170"
"2415";"NAT9403  ";"2014JJ00";"     270"
"2416";"NAT9403  ";"2015JJ00";"     285"
"2417";"NAT9403  ";"2016JJ00";"     275"
"2418";"NAT9403  ";"2017JJ00";"     330"
"2419";"NAT9403  ";"2018JJ00";"     660"
"2420";"NAT9404  ";"1975JJ00";"       ."
"2421";"NAT9404  ";"1976JJ00";"       ."
"2422";"NAT9404  ";"1977JJ00";"       ."
"2423";"NAT9404  ";"1978JJ00";"       ."
"2424";"NAT9404  ";"1979JJ00";"       ."
"2425";"NAT9404  ";"1980JJ00";"       ."
"2426";"NAT9404  ";"1981JJ00";"       ."
"2427";"NAT9404  ";"1982JJ00";"       ."
"2428";"NAT9404  ";"1983JJ00";"       ."
"2429";"NAT9404  ";"1984JJ00";"       ."
"2430";"NAT9404  ";"1985JJ00";"       ."
"2431";"NAT9404  ";"1986JJ00";"       ."
"2432";"NAT9404  ";"1987JJ00";"       ."
"2433";"NAT9404  ";"1988JJ00";"       ."
"2434";"NAT9404  ";"1989JJ00";"       ."
"2435";"NAT9404  ";"1990JJ00";"       ."
"2436";"NAT9404  ";"1991JJ00";"       ."
"2437";"NAT9404  ";"1992JJ00";"       ."
"2438";"NAT9404  ";"1993JJ00";"       ."
"2439";"NAT9404  ";"1994JJ00";"       ."
"2440";"NAT9404  ";"1995JJ00";"       ."
"2441";"NAT9404  ";"1996JJ00";"       ."
"2442";"NAT9404  ";"1997JJ00";"       0"
"2443";"NAT9404  ";"1998JJ00";"       0"
"2444";"NAT9404  ";"1999JJ00";"       5"
"2445";"NAT9404  ";"2000JJ00";"       ."
"2446";"NAT9404  ";"2001JJ00";"       ."
"2447";"NAT9404  ";"2002JJ00";"       ."
"2448";"NAT9404  ";"2003JJ00";"       ."
"2449";"NAT9404  ";"2004JJ00";"       ."
"2450";"NAT9404  ";"2005JJ00";"       ."
"2451";"NAT9404  ";"2006JJ00";"       ."
"2452";"NAT9404  ";"2007JJ00";"       5"
"2453";"NAT9404  ";"2008JJ00";"       5"
"2454";"NAT9404  ";"2009JJ00";"       5"
"2455";"NAT9404  ";"2010JJ00";"       5"
"2456";"NAT9404  ";"2011JJ00";"      10"
"2457";"NAT9404  ";"2012JJ00";"      60"
"2458";"NAT9404  ";"2013JJ00";"     135"
"2459";"NAT9404  ";"2014JJ00";"      10"
"2460";"NAT9404  ";"2015JJ00";"       0"
"2461";"NAT9404  ";"2016JJ00";"       0"
"2462";"NAT9404  ";"2017JJ00";"       5"
"2463";"NAT9404  ";"2018JJ00";"       5"
"2464";"NAT9406  ";"1975JJ00";"       ."
"2465";"NAT9406  ";"1976JJ00";"       ."
"2466";"NAT9406  ";"1977JJ00";"       ."
"2467";"NAT9406  ";"1978JJ00";"       ."
"2468";"NAT9406  ";"1979JJ00";"       ."
"2469";"NAT9406  ";"1980JJ00";"       ."
"2470";"NAT9406  ";"1981JJ00";"       ."
"2471";"NAT9406  ";"1982JJ00";"       ."
"2472";"NAT9406  ";"1983JJ00";"       ."
"2473";"NAT9406  ";"1984JJ00";"       ."
"2474";"NAT9406  ";"1985JJ00";"       ."
"2475";"NAT9406  ";"1986JJ00";"       ."
"2476";"NAT9406  ";"1987JJ00";"       ."
"2477";"NAT9406  ";"1988JJ00";"       ."
"2478";"NAT9406  ";"1989JJ00";"       ."
"2479";"NAT9406  ";"1990JJ00";"       ."
"2480";"NAT9406  ";"1991JJ00";"       ."
"2481";"NAT9406  ";"1992JJ00";"      80"
"2482";"NAT9406  ";"1993JJ00";"     240"
"2483";"NAT9406  ";"1994JJ00";"     560"
"2484";"NAT9406  ";"1995JJ00";"     250"
"2485";"NAT9406  ";"1996JJ00";"     215"
"2486";"NAT9406  ";"1997JJ00";"     230"
"2487";"NAT9406  ";"1998JJ00";"     225"
"2488";"NAT9406  ";"1999JJ00";"     305"
"2489";"NAT9406  ";"2000JJ00";"     220"
"2490";"NAT9406  ";"2001JJ00";"     190"
"2491";"NAT9406  ";"2002JJ00";"     160"
"2492";"NAT9406  ";"2003JJ00";"      85"
"2493";"NAT9406  ";"2004JJ00";"      15"
"2494";"NAT9406  ";"2005JJ00";"      45"
"2495";"NAT9406  ";"2006JJ00";"      45"
"2496";"NAT9406  ";"2007JJ00";"      20"
"2497";"NAT9406  ";"2008JJ00";"      20"
"2498";"NAT9406  ";"2009JJ00";"      20"
"2499";"NAT9406  ";"2010JJ00";"      30"
"2500";"NAT9406  ";"2011JJ00";"      50"
"2501";"NAT9406  ";"2012JJ00";"      35"
"2502";"NAT9406  ";"2013JJ00";"      35"
"2503";"NAT9406  ";"2014JJ00";"     270"
"2504";"NAT9406  ";"2015JJ00";"     765"
"2505";"NAT9406  ";"2016JJ00";"     345"
"2506";"NAT9406  ";"2017JJ00";"     180"
"2507";"NAT9406  ";"2018JJ00";"     335"
"2508";"NAT9407  ";"1975JJ00";"       ."
"2509";"NAT9407  ";"1976JJ00";"       ."
"2510";"NAT9407  ";"1977JJ00";"       ."
"2511";"NAT9407  ";"1978JJ00";"       ."
"2512";"NAT9407  ";"1979JJ00";"       ."
"2513";"NAT9407  ";"1980JJ00";"       ."
"2514";"NAT9407  ";"1981JJ00";"       ."
"2515";"NAT9407  ";"1982JJ00";"       ."
"2516";"NAT9407  ";"1983JJ00";"       ."
"2517";"NAT9407  ";"1984JJ00";"       ."
"2518";"NAT9407  ";"1985JJ00";"       ."
"2519";"NAT9407  ";"1986JJ00";"       ."
"2520";"NAT9407  ";"1987JJ00";"       ."
"2521";"NAT9407  ";"1988JJ00";"       ."
"2522";"NAT9407  ";"1989JJ00";"       ."
"2523";"NAT9407  ";"1990JJ00";"       ."
"2524";"NAT9407  ";"1991JJ00";"       ."
"2525";"NAT9407  ";"1992JJ00";"      10"
"2526";"NAT9407  ";"1993JJ00";"      10"
"2527";"NAT9407  ";"1994JJ00";"      25"
"2528";"NAT9407  ";"1995JJ00";"      10"
"2529";"NAT9407  ";"1996JJ00";"      10"
"2530";"NAT9407  ";"1997JJ00";"      15"
"2531";"NAT9407  ";"1998JJ00";"      10"
"2532";"NAT9407  ";"1999JJ00";"      15"
"2533";"NAT9407  ";"2000JJ00";"     195"
"2534";"NAT9407  ";"2001JJ00";"     255"
"2535";"NAT9407  ";"2002JJ00";"      40"
"2536";"NAT9407  ";"2003JJ00";"      50"
"2537";"NAT9407  ";"2004JJ00";"      20"
"2538";"NAT9407  ";"2005JJ00";"      55"
"2539";"NAT9407  ";"2006JJ00";"      50"
"2540";"NAT9407  ";"2007JJ00";"      30"
"2541";"NAT9407  ";"2008JJ00";"      15"
"2542";"NAT9407  ";"2009JJ00";"      15"
"2543";"NAT9407  ";"2010JJ00";"      15"
"2544";"NAT9407  ";"2011JJ00";"      20"
"2545";"NAT9407  ";"2012JJ00";"      15"
"2546";"NAT9407  ";"2013JJ00";"      15"
"2547";"NAT9407  ";"2014JJ00";"      15"
"2548";"NAT9407  ";"2015JJ00";"      10"
"2549";"NAT9407  ";"2016JJ00";"      10"
"2550";"NAT9407  ";"2017JJ00";"      10"
"2551";"NAT9407  ";"2018JJ00";"      15"
"2552";"NAT9410  ";"1975JJ00";"       ."
"2553";"NAT9410  ";"1976JJ00";"       ."
"2554";"NAT9410  ";"1977JJ00";"       ."
"2555";"NAT9410  ";"1978JJ00";"       ."
"2556";"NAT9410  ";"1979JJ00";"       ."
"2557";"NAT9410  ";"1980JJ00";"      25"
"2558";"NAT9410  ";"1981JJ00";"      90"
"2559";"NAT9410  ";"1982JJ00";"     190"
"2560";"NAT9410  ";"1983JJ00";"      95"
"2561";"NAT9410  ";"1984JJ00";"      55"
"2562";"NAT9410  ";"1985JJ00";"     100"
"2563";"NAT9410  ";"1986JJ00";"     215"
"2564";"NAT9410  ";"1987JJ00";"     675"
"2565";"NAT9410  ";"1988JJ00";"     225"
"2566";"NAT9410  ";"1989JJ00";"     245"
"2567";"NAT9410  ";"1990JJ00";"     205"
"2568";"NAT9410  ";"1991JJ00";"     220"
"2569";"NAT9410  ";"1992JJ00";"     110"
"2570";"NAT9410  ";"1993JJ00";"     105"
"2571";"NAT9410  ";"1994JJ00";"     185"
"2572";"NAT9410  ";"1995JJ00";"     235"
"2573";"NAT9410  ";"1996JJ00";"     260"
"2574";"NAT9410  ";"1997JJ00";"     215"
"2575";"NAT9410  ";"1998JJ00";"     210"
"2576";"NAT9410  ";"1999JJ00";"     155"
"2577";"NAT9410  ";"2000JJ00";"     160"
"2578";"NAT9410  ";"2001JJ00";"     105"
"2579";"NAT9410  ";"2002JJ00";"      75"
"2580";"NAT9410  ";"2003JJ00";"      85"
"2581";"NAT9410  ";"2004JJ00";"      65"
"2582";"NAT9410  ";"2005JJ00";"      80"
"2583";"NAT9410  ";"2006JJ00";"     115"
"2584";"NAT9410  ";"2007JJ00";"      35"
"2585";"NAT9410  ";"2008JJ00";"      60"
"2586";"NAT9410  ";"2009JJ00";"      50"
"2587";"NAT9410  ";"2010JJ00";"      65"
"2588";"NAT9410  ";"2011JJ00";"     130"
"2589";"NAT9410  ";"2012JJ00";"     170"
"2590";"NAT9410  ";"2013JJ00";"     170"
"2591";"NAT9410  ";"2014JJ00";"     245"
"2592";"NAT9410  ";"2015JJ00";"     240"
"2593";"NAT9410  ";"2016JJ00";"     215"
"2594";"NAT9410  ";"2017JJ00";"     305"
"2595";"NAT9410  ";"2018JJ00";"     425"
"2596";"NAT9411  ";"1975JJ00";"       ."
"2597";"NAT9411  ";"1976JJ00";"       ."
"2598";"NAT9411  ";"1977JJ00";"       ."
"2599";"NAT9411  ";"1978JJ00";"       ."
"2600";"NAT9411  ";"1979JJ00";"       ."
"2601";"NAT9411  ";"1980JJ00";"       ."
"2602";"NAT9411  ";"1981JJ00";"       ."
"2603";"NAT9411  ";"1982JJ00";"       ."
"2604";"NAT9411  ";"1983JJ00";"       ."
"2605";"NAT9411  ";"1984JJ00";"       ."
"2606";"NAT9411  ";"1985JJ00";"       ."
"2607";"NAT9411  ";"1986JJ00";"       ."
"2608";"NAT9411  ";"1987JJ00";"       ."
"2609";"NAT9411  ";"1988JJ00";"       ."
"2610";"NAT9411  ";"1989JJ00";"     210"
"2611";"NAT9411  ";"1990JJ00";"      20"
"2612";"NAT9411  ";"1991JJ00";"       ."
"2613";"NAT9411  ";"1992JJ00";"       ."
"2614";"NAT9411  ";"1993JJ00";"       ."
"2615";"NAT9411  ";"1994JJ00";"       0"
"2616";"NAT9411  ";"1995JJ00";"       ."
"2617";"NAT9411  ";"1996JJ00";"       0"
"2618";"NAT9411  ";"1997JJ00";"       0"
"2619";"NAT9411  ";"1998JJ00";"       ."
"2620";"NAT9411  ";"1999JJ00";"       0"
"2621";"NAT9411  ";"2000JJ00";"       ."
"2622";"NAT9411  ";"2001JJ00";"       ."
"2623";"NAT9411  ";"2002JJ00";"       ."
"2624";"NAT9411  ";"2003JJ00";"       ."
"2625";"NAT9411  ";"2004JJ00";"       ."
"2626";"NAT9411  ";"2005JJ00";"       ."
"2627";"NAT9411  ";"2006JJ00";"       ."
"2628";"NAT9411  ";"2007JJ00";"       ."
"2629";"NAT9411  ";"2008JJ00";"       ."
"2630";"NAT9411  ";"2009JJ00";"       ."
"2631";"NAT9411  ";"2010JJ00";"       ."
"2632";"NAT9411  ";"2011JJ00";"       0"
"2633";"NAT9411  ";"2012JJ00";"       ."
"2634";"NAT9411  ";"2013JJ00";"       ."
"2635";"NAT9411  ";"2014JJ00";"       ."
"2636";"NAT9411  ";"2015JJ00";"       ."
"2637";"NAT9411  ";"2016JJ00";"       ."
"2638";"NAT9411  ";"2017JJ00";"       5"
"2639";"NAT9411  ";"2018JJ00";"       0"
"2640";"NAT9415  ";"1975JJ00";"       ."
"2641";"NAT9415  ";"1976JJ00";"       ."
"2642";"NAT9415  ";"1977JJ00";"       ."
"2643";"NAT9415  ";"1978JJ00";"       ."
"2644";"NAT9415  ";"1979JJ00";"       ."
"2645";"NAT9415  ";"1980JJ00";"      10"
"2646";"NAT9415  ";"1981JJ00";"      95"
"2647";"NAT9415  ";"1982JJ00";"     275"
"2648";"NAT9415  ";"1983JJ00";"     175"
"2649";"NAT9415  ";"1984JJ00";"     210"
"2650";"NAT9415  ";"1985JJ00";"     360"
"2651";"NAT9415  ";"1986JJ00";"     150"
"2652";"NAT9415  ";"1987JJ00";"     200"
"2653";"NAT9415  ";"1988JJ00";"     460"
"2654";"NAT9415  ";"1989JJ00";"     890"
"2655";"NAT9415  ";"1990JJ00";"    1185"
"2656";"NAT9415  ";"1991JJ00";"     550"
"2657";"NAT9415  ";"1992JJ00";"     340"
"2658";"NAT9415  ";"1993JJ00";"     165"
"2659";"NAT9415  ";"1994JJ00";"     140"
"2660";"NAT9415  ";"1995JJ00";"      50"
"2661";"NAT9415  ";"1996JJ00";"      25"
"2662";"NAT9415  ";"1997JJ00";"      30"
"2663";"NAT9415  ";"1998JJ00";"      25"
"2664";"NAT9415  ";"1999JJ00";"      10"
"2665";"NAT9415  ";"2000JJ00";"      55"
"2666";"NAT9415  ";"2001JJ00";"      35"
"2667";"NAT9415  ";"2002JJ00";"      20"
"2668";"NAT9415  ";"2003JJ00";"      15"
"2669";"NAT9415  ";"2004JJ00";"       5"
"2670";"NAT9415  ";"2005JJ00";"       ."
"2671";"NAT9415  ";"2006JJ00";"       0"
"2672";"NAT9415  ";"2007JJ00";"       0"
"2673";"NAT9415  ";"2008JJ00";"       ."
"2674";"NAT9415  ";"2009JJ00";"       0"
"2675";"NAT9415  ";"2010JJ00";"       ."
"2676";"NAT9415  ";"2011JJ00";"       ."
"2677";"NAT9415  ";"2012JJ00";"       ."
"2678";"NAT9415  ";"2013JJ00";"       0"
"2679";"NAT9415  ";"2014JJ00";"       5"
"2680";"NAT9415  ";"2015JJ00";"       5"
"2681";"NAT9415  ";"2016JJ00";"      10"
"2682";"NAT9415  ";"2017JJ00";"       5"
"2683";"NAT9415  ";"2018JJ00";"       5"
"2684";"NAT9417  ";"1975JJ00";"       ."
"2685";"NAT9417  ";"1976JJ00";"       ."
"2686";"NAT9417  ";"1977JJ00";"       ."
"2687";"NAT9417  ";"1978JJ00";"       ."
"2688";"NAT9417  ";"1979JJ00";"       ."
"2689";"NAT9417  ";"1980JJ00";"      30"
"2690";"NAT9417  ";"1981JJ00";"      35"
"2691";"NAT9417  ";"1982JJ00";"      85"
"2692";"NAT9417  ";"1983JJ00";"      60"
"2693";"NAT9417  ";"1984JJ00";"      60"
"2694";"NAT9417  ";"1985JJ00";"      30"
"2695";"NAT9417  ";"1986JJ00";"      50"
"2696";"NAT9417  ";"1987JJ00";"      65"
"2697";"NAT9417  ";"1988JJ00";"     155"
"2698";"NAT9417  ";"1989JJ00";"     445"
"2699";"NAT9417  ";"1990JJ00";"    2200"
"2700";"NAT9417  ";"1991JJ00";"    1660"
"2701";"NAT9417  ";"1992JJ00";"     960"
"2702";"NAT9417  ";"1993JJ00";"    1085"
"2703";"NAT9417  ";"1994JJ00";"    2760"
"2704";"NAT9417  ";"1995JJ00";"     380"
"2705";"NAT9417  ";"1996JJ00";"     130"
"2706";"NAT9417  ";"1997JJ00";"      75"
"2707";"NAT9417  ";"1998JJ00";"      60"
"2708";"NAT9417  ";"1999JJ00";"      80"
