"ID";"Geslacht";"LeeftijdOp31December";"Geboorteland";"BurgerlijkeStaat";"Perioden";"Immigratie_1"
"6531314";"4000   ";"10000";"G008559";"T001019";"1999JJ00";"      47"
"6531315";"4000   ";"10000";"G008559";"T001019";"2000JJ00";"      55"
"6531316";"4000   ";"10000";"G008559";"T001019";"2001JJ00";"      41"
"6531317";"4000   ";"10000";"G008559";"T001019";"2002JJ00";"      24"
"6531318";"4000   ";"10000";"G008559";"T001019";"2003JJ00";"      27"
"6531319";"4000   ";"10000";"G008559";"T001019";"2004JJ00";"      12"
"6531320";"4000   ";"10000";"G008559";"T001019";"2005JJ00";"      10"
"6531321";"4000   ";"10000";"G008559";"T001019";"2006JJ00";"       7"
"6531322";"4000   ";"10000";"G008559";"T001019";"2007JJ00";"       8"
"6531323";"4000   ";"10000";"G008559";"T001019";"2008JJ00";"       8"
"6531324";"4000   ";"10000";"G008559";"T001019";"2009JJ00";"       9"
"6531325";"4000   ";"10000";"G008559";"T001019";"2010JJ00";"      12"
"6531326";"4000   ";"10000";"G008559";"T001019";"2011JJ00";"      14"
"6531327";"4000   ";"10000";"G008559";"T001019";"2012JJ00";"      15"
"6531328";"4000   ";"10000";"G008559";"T001019";"2013JJ00";"      30"
"6531329";"4000   ";"10000";"G008559";"T001019";"2014JJ00";"      22"
"6531330";"4000   ";"10000";"G008559";"T001019";"2015JJ00";"      35"
"6531331";"4000   ";"10000";"G008559";"T001019";"2016JJ00";"      37"
"6531332";"4000   ";"10000";"G008559";"T001019";"2017JJ00";"      47"
"6533035";"4000   ";"10000";"G008575";"T001019";"1995JJ00";"     725"
"6533036";"4000   ";"10000";"G008575";"T001019";"1996JJ00";"     817"
"6533037";"4000   ";"10000";"G008575";"T001019";"1997JJ00";"     959"
"6533038";"4000   ";"10000";"G008575";"T001019";"1998JJ00";"    1084"
"6533039";"4000   ";"10000";"G008575";"T001019";"1999JJ00";"    1038"
"6533040";"4000   ";"10000";"G008575";"T001019";"2000JJ00";"    1589"
"6533041";"4000   ";"10000";"G008575";"T001019";"2001JJ00";"    2022"
"6533042";"4000   ";"10000";"G008575";"T001019";"2002JJ00";"    2300"
"6533043";"4000   ";"10000";"G008575";"T001019";"2003JJ00";"    2378"
"6533044";"4000   ";"10000";"G008575";"T001019";"2004JJ00";"    2201"
"6533045";"4000   ";"10000";"G008575";"T001019";"2005JJ00";"    1967"
"6533046";"4000   ";"10000";"G008575";"T001019";"2006JJ00";"    1750"
"6533047";"4000   ";"10000";"G008575";"T001019";"2007JJ00";"    1909"
"6533048";"4000   ";"10000";"G008575";"T001019";"2008JJ00";"    2283"
"6533049";"4000   ";"10000";"G008575";"T001019";"2009JJ00";"    2398"
"6533050";"4000   ";"10000";"G008575";"T001019";"2010JJ00";"    2613"
"6533051";"4000   ";"10000";"G008575";"T001019";"2011JJ00";"    2916"
"6533052";"4000   ";"10000";"G008575";"T001019";"2012JJ00";"    2909"
"6533053";"4000   ";"10000";"G008575";"T001019";"2013JJ00";"    2842"
"6533054";"4000   ";"10000";"G008575";"T001019";"2014JJ00";"    3071"
"6533055";"4000   ";"10000";"G008575";"T001019";"2015JJ00";"    3198"
"6533056";"4000   ";"10000";"G008575";"T001019";"2016JJ00";"    3420"
"6533057";"4000   ";"10000";"G008575";"T001019";"2017JJ00";"    3704"
"6535220";"4000   ";"10000";"G008597";"T001019";"1995JJ00";"       6"
"6535221";"4000   ";"10000";"G008597";"T001019";"1996JJ00";"      13"
"6535222";"4000   ";"10000";"G008597";"T001019";"1997JJ00";"      24"
"6535223";"4000   ";"10000";"G008597";"T001019";"1998JJ00";"      22"
"6535224";"4000   ";"10000";"G008597";"T001019";"1999JJ00";"      18"
"6535225";"4000   ";"10000";"G008597";"T001019";"2000JJ00";"      42"
"6535226";"4000   ";"10000";"G008597";"T001019";"2001JJ00";"      43"
"6535227";"4000   ";"10000";"G008597";"T001019";"2002JJ00";"      54"
"6535228";"4000   ";"10000";"G008597";"T001019";"2003JJ00";"      26"
"6535229";"4000   ";"10000";"G008597";"T001019";"2004JJ00";"      47"
"6535230";"4000   ";"10000";"G008597";"T001019";"2005JJ00";"      33"
"6535231";"4000   ";"10000";"G008597";"T001019";"2006JJ00";"      42"
"6535232";"4000   ";"10000";"G008597";"T001019";"2007JJ00";"      59"
"6535233";"4000   ";"10000";"G008597";"T001019";"2008JJ00";"      64"
"6535234";"4000   ";"10000";"G008597";"T001019";"2009JJ00";"      80"
"6535235";"4000   ";"10000";"G008597";"T001019";"2010JJ00";"     108"
"6535236";"4000   ";"10000";"G008597";"T001019";"2011JJ00";"     149"
"6535237";"4000   ";"10000";"G008597";"T001019";"2012JJ00";"     122"
"6535238";"4000   ";"10000";"G008597";"T001019";"2013JJ00";"     190"
"6535239";"4000   ";"10000";"G008597";"T001019";"2014JJ00";"     554"
"6535240";"4000   ";"10000";"G008597";"T001019";"2015JJ00";"    1216"
"6535241";"4000   ";"10000";"G008597";"T001019";"2016JJ00";"    1395"
"6535242";"4000   ";"10000";"G008597";"T001019";"2017JJ00";"    1413"
"6539130";"4000   ";"10000";"G008633";"T001019";"1995JJ00";"    1110"
"6539131";"4000   ";"10000";"G008633";"T001019";"1996JJ00";"    1855"
"6539132";"4000   ";"10000";"G008633";"T001019";"1997JJ00";"    2344"
